D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_13_935.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_13_935.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_13_935.jpg, 0, 1, 0, 23.13668
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_14_039.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_14_039.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_14_039.jpg, 0, 1, 0, 24.09663
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_14_143.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_14_143.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_14_143.jpg, 0, 1, 0, 25.06308
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_14_250.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_14_250.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_14_250.jpg, -0.2916867, 1, 0, 25.96297
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_14_357.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_14_357.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_14_357.jpg, -0.5818219, 1, 0, 26.83559
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_14_469.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_14_469.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_14_469.jpg, -0.2867646, 1, 0, 27.77695
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_14_579.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_14_579.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_14_579.jpg, 0, 1, 0, 28.85501
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_14_687.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_14_687.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_14_687.jpg, 0, 1, 0, 29.76998
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_14_793.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_14_793.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_14_793.jpg, 0, 1, 0, 30.18996
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_14_897.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_14_897.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_14_897.jpg, 0, 1, 0, 30.19029
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_15_007.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_15_007.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_15_007.jpg, -0.2981327, 1, 0, 30.17207
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_15_108.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_15_108.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_15_108.jpg, -0.04845743, 1, 0, 30.19079
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_15_217.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_15_217.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_15_217.jpg, 0, 1, 0, 30.19009
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_15_320.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_15_320.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_15_320.jpg, -0.3069511, 1, 0, 30.1729
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_15_427.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_15_427.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_15_427.jpg, -0.5000998, 1, 0, 30.15412
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_15_528.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_15_528.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_15_528.jpg, -0.1931436, 1, 0, 30.19389
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_15_636.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_15_636.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_15_636.jpg, 0, 1, 0, 30.18867
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_15_742.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_15_742.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_15_742.jpg, 0, 1, 0, 30.19022
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_15_850.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_15_850.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_15_850.jpg, 0, 1, 0, 30.19032
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_15_957.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_15_957.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_15_957.jpg, 0.02421762, 1, 0, 30.19013
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_16_064.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_16_064.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_16_064.jpg, 0.2636922, 1, 0, 30.1748
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_16_173.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_16_173.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_16_173.jpg, 0, 1, 0, 30.18904
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_16_275.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_16_275.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_16_275.jpg, 0, 1, 0, 30.19022
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_16_378.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_16_378.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_16_378.jpg, -0.3086816, 1, 0, 30.1662
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_16_487.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_16_487.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_16_487.jpg, -0.009557322, 1, 0, 30.18981
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_16_591.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_16_591.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_16_591.jpg, 0, 1, 0, 30.19005
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_16_698.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_16_698.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_16_698.jpg, 0, 1, 0, 30.1903
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_16_802.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_16_802.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_16_802.jpg, -0.3125251, 1, 0, 30.1707
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_16_905.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_16_905.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_16_905.jpg, -0.01966935, 1, 0, 30.19023
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_17_006.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_17_006.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_17_006.jpg, 0, 1, 0, 30.19011
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_17_109.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_17_109.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_17_109.jpg, 0, 1, 0, 30.19025
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_17_213.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_17_213.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_17_213.jpg, 0, 1, 0, 30.19027
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_17_317.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_17_317.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_17_317.jpg, 0, 1, 0, 30.19032
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_17_421.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_17_421.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_17_421.jpg, -0.3136446, 1, 0, 30.16749
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_17_522.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_17_522.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_17_522.jpg, -0.03098971, 1, 0, 30.19036
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_17_623.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_17_623.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_17_623.jpg, -0.03982681, 1, 0, 30.19022
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_17_724.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_17_724.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_17_724.jpg, -0.1665828, 1, 0, 30.1867
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_17_828.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_17_828.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_17_828.jpg, 0, 1, 0, 30.18996
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_17_932.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_17_932.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_17_932.jpg, 0, 1, 0, 30.19025
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_18_034.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_18_034.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_18_034.jpg, -0.07502684, 1, 0, 30.18926
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_18_135.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_18_135.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_18_135.jpg, -0.328334, 1, 0, 30.16737
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_18_240.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_18_240.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_18_240.jpg, -0.01614339, 1, 0, 30.18953
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_18_341.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_18_341.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_18_341.jpg, -0.03579054, 1, 0, 30.19024
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_18_444.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_18_444.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_18_444.jpg, -0.1465021, 1, 0, 30.189
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_18_546.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_18_546.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_18_546.jpg, 0, 1, 0, 30.19003
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_18_651.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_18_651.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_18_651.jpg, 0, 1, 0, 30.19027
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_18_752.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_18_752.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_18_752.jpg, 0, 1, 0, 30.19031
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_18_859.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_18_859.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_18_859.jpg, 0, 1, 0, 30.19048
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_18_965.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_18_965.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_18_965.jpg, 0, 1, 0, 30.19031
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_19_068.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_19_068.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_19_068.jpg, -0.1212588, 1, 0, 30.18623
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_19_169.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_19_169.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_19_169.jpg, 0, 1, 0, 30.19019
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_19_272.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_19_272.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_19_272.jpg, 0, 1, 0, 30.18998
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_19_375.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_19_375.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_19_375.jpg, -0.09701385, 1, 0, 30.18795
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_19_475.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_19_475.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_19_475.jpg, -0.4001762, 1, 0, 30.15681
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_19_579.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_19_579.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_19_579.jpg, -0.09260726, 1, 0, 30.19136
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_19_684.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_19_684.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_19_684.jpg, 0, 1, 0, 30.18968
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_19_787.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_19_787.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_19_787.jpg, 0, 1, 0, 30.19069
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_19_891.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_19_891.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_19_891.jpg, -0.0561289, 1, 0, 30.18955
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_20_003.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_20_003.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_20_003.jpg, -0.4265219, 1, 0, 30.15609
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_20_104.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_20_104.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_20_104.jpg, -0.1411534, 1, 0, 30.19152
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_20_206.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_20_206.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_20_206.jpg, 0, 1, 0, 30.18946
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_20_310.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_20_310.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_20_310.jpg, 0, 1, 0, 30.19032
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_20_409.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_20_409.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_20_409.jpg, 0, 1, 0, 30.19043
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_20_513.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_20_513.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_20_513.jpg, 0, 1, 0, 30.19061
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_20_621.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_20_621.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_20_621.jpg, 0, 1, 0, 30.19031
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_20_722.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_20_722.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_20_722.jpg, -0.253104, 1, 0, 30.17545
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_20_824.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_20_824.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_20_824.jpg, 0, 1, 0, 30.18927
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_20_927.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_20_927.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_20_927.jpg, 0, 1, 0, 30.19016
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_21_037.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_21_037.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_21_037.jpg, 0, 1, 0, 30.19029
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_21_141.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_21_141.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_21_141.jpg, -0.2581421, 1, 0, 30.17525
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_21_244.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_21_244.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_21_244.jpg, 0, 1, 0, 30.18954
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_21_346.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_21_346.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_21_346.jpg, 0, 1, 0, 30.19017
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_21_451.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_21_451.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_21_451.jpg, -0.05361499, 1, 0, 30.18986
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_21_558.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_21_558.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_21_558.jpg, 0, 1, 0, 30.19029
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_21_665.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_21_665.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_21_665.jpg, 0, 1, 0, 30.19029
D:\Jupyter\data_driving\IMG\center_2019_03_14_13_59_21_772.jpg, D:\Jupyter\data_driving\IMG\left_2019_03_14_13_59_21_772.jpg, D:\Jupyter\data_driving\IMG\right_2019_03_14_13_59_21_772.jpg, 0, 1, 0, 30.19031
